candidate_id,election_id,first_name,last_name,parties,photo_url,slug,thumb_url,full_name,boe_name,OffNme,CndID,CndNme
251493,368,Proco,Moreno,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251493/251493.jpg,proco-moreno,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251493/thumb_251493.jpg,PROCO MORENO,"PROCO ""JOE"" MORENO",For Alderman 1st Ward,36.0,"PROCO ""JOE"" MORENO"
251494,368,Daniel,La Spata,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251494/251494.jpg,daniel-la-spata,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251494/thumb_251494.jpg,DANIEL LA SPATA,DANIEL LA SPATA,For Alderman 1st Ward,64.0,DANIEL LA SPATA
251496,368,Trevor,Grant,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251496/251496.jpg,trevor-joseph-grant,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251496/thumb_251496.jpg,TREVOR GRANT,TREVOR JOSEPH GRANT,For Alderman 1st Ward,169.0,TREVOR JOSEPH GRANT
251497,368,Brian,Hopkins,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251497/251497.jpg,brian-hopkins,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251497/thumb_251497.jpg,BRIAN HOPKINS,BRIAN HOPKINS,For Alderman 2nd Ward,85.0,BRIAN HOPKINS
251498,368,Patricia,Dowell,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251498/251498.jpg,patricia-dowell,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251498/thumb_251498.jpg,PATRICIA DOWELL,"PATRICIA ""PAT"" DOWELL",For Alderman 3rd Ward,114.0,"PATRICIA ""PAT"" DOWELL"
251499,368,Alexandria,Willis,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251499/251499.jpg,alexandria-willis,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251499/thumb_251499.jpg,ALEXANDRIA WILLIS,ALEXANDRIA WILLIS,For Alderman 3rd Ward,119.0,ALEXANDRIA WILLIS
251501,368,Andre,Love,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",,andre-s-love,,ANDRE LOVE,,,,
251503,368,Sophia,King,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251503/251503.jpg,sophia-king,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251503/thumb_251503.jpg,SOPHIA KING,SOPHIA KING,For Alderman 4th Ward,98.0,SOPHIA KING
251504,368,Ebony,Lucas,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251504/251504.jpg,ebony-d-lucas,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251504/thumb_251504.jpg,EBONY LUCAS,EBONY D. LUCAS,For Alderman 4th Ward,72.0,EBONY D. LUCAS
251505,368,Leslie,Hairston,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251505/251505.jpg,leslie-a-hairston,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251505/thumb_251505.jpg,LESLIE HAIRSTON,LESLIE A. HAIRSTON,For Alderman 5th Ward,81.0,LESLIE A. HAIRSTON
251506,368,William,Calloway,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251506/251506.jpg,william-calloway-b90dded7-8e42-4fda-9688-539fccc0e2ce,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251506/thumb_251506.jpg,WILLIAM CALLOWAY,WILLIAM CALLOWAY,For Alderman 5th Ward,168.0,WILLIAM CALLOWAY
251508,368,Gabriel,Piemonte,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251508/251508.jpg,gabriel-piemonte,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251508/thumb_251508.jpg,GABRIEL PIEMONTE,GABRIEL PIEMONTE,For Alderman 5th Ward,209.0,GABRIEL PIEMONTE
251509,368,Roderick,Sawyer,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251509/251509.jpg,roderick-t-sawyer,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251509/thumb_251509.jpg,RODERICK SAWYER,RODERICK T. SAWYER,For Alderman 6th Ward,93.0,RODERICK T. SAWYER
251510,368,Richard,Wooten,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251510/251510.jpg,richard-a-wooten,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251510/thumb_251510.jpg,RICHARD WOOTEN,RICHARD A. WOOTEN,For Alderman 6th Ward,152.0,RICHARD A. WOOTEN
251511,368,Deborah,Foster-Bonner,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251511/251511.jpg,deborah-a-foster-bonner,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251511/thumb_251511.jpg,DEBORAH FOSTER-BONNER,DEBORAH A. FOSTER-BONNER,For Alderman 6th Ward,185.0,DEBORAH A. FOSTER-BONNER
251512,368,Gregory,Mitchell,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251512/251512.jpg,gregory-i-mitchell,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251512/thumb_251512.jpg,GREGORY MITCHELL,GREGORY I. MITCHELL,For Alderman 7th Ward,97.0,GREGORY I. MITCHELL
251513,368,Charles,Kyle,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251513/251513.jpg,charles-kyle,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251513/thumb_251513.jpg,CHARLES KYLE,CHARLES KYLE,For Alderman 7th Ward,125.0,CHARLES KYLE
251517,368,Jedidiah,Brown,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251517/251517.jpg,jedidiah-l-brown,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251517/thumb_251517.jpg,JEDIDIAH BROWN,JEDIDIAH L. BROWN,For Alderman 7th Ward,203.0,JEDIDIAH L. BROWN
251519,368,Michelle,Harris,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251519/251519.jpg,michelle-a-harris-9ded80cb-dcb3-4e4b-b79c-637c96f8d63f,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251519/thumb_251519.jpg,MICHELLE HARRIS,MICHELLE A. HARRIS,For Alderman 8th Ward,69.0,MICHELLE A. HARRIS
251520,368,Jewel,Easterling-Smith,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251520/251520.jpg,jewel-r-easterling-smith,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251520/thumb_251520.jpg,JEWEL EASTERLING-SMITH,JEWEL R. EASTERLING-SMITH,For Alderman 8th Ward,124.0,JEWEL R. EASTERLING-SMITH
251521,368,Linda,Hudson,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251521/251521.jpg,linda-hudson-976f02be-f3ed-49c3-90f8-46a5ec43ca63,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251521/thumb_251521.jpg,LINDA HUDSON,LINDA HUDSON,For Alderman 8th Ward,138.0,LINDA HUDSON
251523,368,Faheem,Shabazz,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251523/251523.jpg,faheem-shabazz,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251523/thumb_251523.jpg,FAHEEM SHABAZZ,FAHEEM SHABAZZ,For Alderman 8th Ward,141.0,FAHEEM SHABAZZ
251524,368,Dionte,Lawrence,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251524/251524.jpg,dionte-lawrence,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251524/thumb_251524.jpg,DIONTE LAWRENCE,DIONTE LAWRENCE,For Alderman 8th Ward,221.0,DIONTE LAWRENCE
251526,368,Anthony,Beale,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251526/251526.jpg,anthony-a-beale,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251526/thumb_251526.jpg,ANTHONY BEALE,ANTHONY A. BEALE,For Alderman 9th Ward,99.0,ANTHONY A. BEALE
251527,368,Cleopatra,Watson,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251527/251527.jpg,cleopatra-watson,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251527/thumb_251527.jpg,CLEOPATRA WATSON,CLEOPATRA WATSON,For Alderman 9th Ward,22.0,CLEOPATRA WATSON
251529,368,Paul,Collins,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251529/251529.jpg,paul-collins-ee0f7f40-8174-4f49-a0fb-4203c96754fb,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251529/thumb_251529.jpg,PAUL COLLINS,PAUL COLLINS,For Alderman 9th Ward,202.0,PAUL COLLINS
251530,368,Essie,Hall,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251530/251530.jpg,essie-hall,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251530/thumb_251530.jpg,ESSIE HALL,ESSIE HALL,For Alderman 9th Ward,190.0,ESSIE HALL
251532,368,Susan,Garza,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251532/251532.jpg,susan-sadlowski-garza,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251532/thumb_251532.jpg,SUSAN GARZA,SUSAN SADLOWSKI GARZA,For Alderman 10th Ward,77.0,SUSAN SADLOWSKI GARZA
251533,368,Robert,Loncar,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251533/251533.jpg,robert-loncar,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251533/thumb_251533.jpg,ROBERT LONCAR,"ROBERT ""BOBBY"" LONCAR",For Alderman 10th Ward,63.0,"ROBERT ""BOBBY"" LONCAR"
251535,368,Patrick,Thompson,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251535/251535.jpg,patrick-daley-thompson,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251535/thumb_251535.jpg,PATRICK THOMPSON,PATRICK DALEY THOMPSON,For Alderman 11th Ward,30.0,PATRICK DALEY THOMPSON
251536,368,David,Mihalyfy,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251536/251536.jpg,david-mihalyfy,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251536/thumb_251536.jpg,DAVID MIHALYFY,DAVID MIHALYFY,For Alderman 11th Ward,102.0,DAVID MIHALYFY
251537,368,George,Cardenas,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251537/251537.jpg,george-cardenas,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251537/thumb_251537.jpg,GEORGE CARDENAS,GEORGE CARDENAS,For Alderman 12th Ward,4.0,GEORGE CARDENAS
251538,368,Samuel,Alcantar,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",,samuel-alcantar,,SAMUEL ALCANTAR,SAMUEL ALCANTAR,For Alderman 12th Ward,84.0,SAMUEL ALCANTAR
251540,368,Pete,Demay,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251540/251540.jpg,pete-demay,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251540/thumb_251540.jpg,PETE DEMAY,PETE DEMAY,For Alderman 12th Ward,217.0,PETE DEMAY
251541,368,Martha,Rangel,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",,martha-yerania-rangel,,MARTHA RANGEL,MARTHA YERANIA RANGEL,For Alderman 12th Ward,229.0,MARTHA YERANIA RANGEL
251542,368,Jose,Rico,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251542/251542.jpg,jose-rico,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251542/thumb_251542.jpg,JOSE RICO,JOSE RICO,For Alderman 12th Ward,222.0,JOSE RICO
251543,368,Marty,Quinn,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251543/251543.jpg,marty-quinn-cf764b59-1b26-4728-9e3b-ece03b8aa4ea,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251543/thumb_251543.jpg,MARTY QUINN,MARTY QUINN,For Alderman 13th Ward,10.0,MARTY QUINN
251544,368,David,Krupa,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251544/251544.jpg,david-j-krupa,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251544/thumb_251544.jpg,DAVID KRUPA,DAVID J. KRUPA,For Alderman 13th Ward,121.0,DAVID J. KRUPA
251546,368,Edward,Burke,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251546/251546.jpg,edward-m-burke,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251546/thumb_251546.jpg,EDWARD BURKE,EDWARD M. BURKE,For Alderman 14th Ward,19.0,EDWARD M. BURKE
251547,368,Jaime,Guzman,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251547/251547.jpg,jaime-guzman-9cb2cd60-b7e8-4b99-b9e2-a6ef19f6f3b3,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251547/thumb_251547.jpg,JAIME GUZMAN,JAIME GUZMAN,For Alderman 14th Ward,150.0,JAIME GUZMAN
251548,368,Irene,Corral,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",,irene-corral,,IRENE CORRAL,IRENE CORRAL,For Alderman 14th Ward,154.0,IRENE CORRAL
251549,368,Tanya,Patino,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251549/251549.jpg,tanya-g-patino,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251549/thumb_251549.jpg,TANYA PATINO,TANYA G. PATINO,For Alderman 14th Ward,232.0,TANYA G. PATINO
251550,368,Joseph,Williams,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251550/251550.jpg,joseph-g-williams,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251550/thumb_251550.jpg,JOSEPH WILLIAMS,JOSEPH G. WILLIAMS,For Alderman 15th Ward,12.0,JOSEPH G. WILLIAMS
251551,368,Joel,Riojas,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251551/251551.jpg,joel-riojas,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251551/thumb_251551.jpg,JOEL RIOJAS,JOEL RIOJAS,For Alderman 15th Ward,83.0,JOEL RIOJAS
251552,368,Rafael,Yanez,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251552/251552.jpg,rafael-yanez,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251552/thumb_251552.jpg,RAFAEL YANEZ,"RAFAEL ""RAFA"" YANEZ",For Alderman 15th Ward,65.0,"RAFAEL ""RAFA"" YANEZ"
251553,368,Raymond,Lopez,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251553/251553.jpg,raymond-a-lopez,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251553/thumb_251553.jpg,RAYMOND LOPEZ,RAYMOND A. LOPEZ,For Alderman 15th Ward,45.0,RAYMOND A. LOPEZ
251554,368,Berto,Aguayo,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251554/251554.jpg,berto-aguayo,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251554/thumb_251554.jpg,BERTO AGUAYO,BERTO AGUAYO,For Alderman 15th Ward,20.0,BERTO AGUAYO
251556,368,Otis,Davis,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251556/251556.jpg,otis-davis-jr,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251556/thumb_251556.jpg,OTIS DAVIS,"OTIS DAVIS, JR.",For Alderman 15th Ward,206.0,"OTIS DAVIS, JR."
251557,368,Stephanie,Coleman,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251557/251557.jpg,stephanie-d-coleman,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251557/thumb_251557.jpg,STEPHANIE COLEMAN,STEPHANIE D. COLEMAN,For Alderman 16th Ward,8.0,STEPHANIE D. COLEMAN
251558,368,Latasha,Sanders,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251558/251558.jpg,latasha-m-sanders,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251558/thumb_251558.jpg,LATASHA SANDERS,LATASHA M. SANDERS,For Alderman 16th Ward,39.0,LATASHA M. SANDERS
251559,368,Kenny,Doss,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251559/251559.jpg,kenny-c-doss-ii,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251559/thumb_251559.jpg,KENNY DOSS,KENNY C. DOSS II,For Alderman 16th Ward,16.0,KENNY C. DOSS II
251560,368,Toni,Foulkes,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251560/251560.jpg,toni-l-foulkes,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251560/thumb_251560.jpg,TONI FOULKES,TONI L. FOULKES,For Alderman 16th Ward,48.0,TONI L. FOULKES
251561,368,Jeffrey,Lewis,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",,jeffrey-l-lewis,,JEFFREY LEWIS,JEFFREY L. LEWIS,For Alderman 16th Ward,103.0,JEFFREY L. LEWIS
251562,368,Eddie,Johnson,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251562/251562.jpg,eddie-johnson-iii-5668cdd5-8ad9-4ef4-8571-6edf64368fb7,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251562/thumb_251562.jpg,EDDIE JOHNSON,EDDIE JOHNSON III,For Alderman 16th Ward,231.0,EDDIE JOHNSON III
251563,368,David,Moore,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251563/251563.jpg,david-h-moore,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251563/thumb_251563.jpg,DAVID MOORE,DAVID H. MOORE,For Alderman 17th Ward,2.0,DAVID H. MOORE
251564,368,Raynetta,Greenleaf,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251564/251564.jpg,raynetta-greenleaf,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251564/thumb_251564.jpg,RAYNETTA GREENLEAF,RAYNETTA GREENLEAF,For Alderman 17th Ward,110.0,RAYNETTA GREENLEAF
251565,368,Chuks,Onyezia,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251565/251565.jpg,chuks-onyezia,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251565/thumb_251565.jpg,CHUKS ONYEZIA,CHUKS ONYEZIA,For Alderman 18th Ward,92.0,CHUKS ONYEZIA
251566,368,Derrick,Curtis,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251566/251566.jpg,derrick-g-curtis,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251566/thumb_251566.jpg,DERRICK CURTIS,DERRICK G. CURTIS,For Alderman 18th Ward,112.0,DERRICK G. CURTIS
251567,368,Matthew,O'Shea,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251567/251567.jpg,matthew-j-o-shea,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251567/thumb_251567.jpg,MATTHEW O'SHEA,MATTHEW J. O'SHEA,For Alderman 19th Ward,51.0,MATTHEW J. O'SHEA
251568,368,David,Dewar,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251568/251568.jpg,david-a-dewar,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251568/thumb_251568.jpg,DAVID DEWAR,DAVID A. DEWAR,For Alderman 19th Ward,136.0,DAVID A. DEWAR
251569,368,Jeanette,Taylor,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251569/251569.jpg,jeanette-b-taylor,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251569/thumb_251569.jpg,JEANETTE TAYLOR,JEANETTE B TAYLOR,For Alderman 20th Ward,79.0,JEANETTE B TAYLOR
251570,368,Nicole,Johnson,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251570/251570.jpg,nicole-j-johnson,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251570/thumb_251570.jpg,NICOLE JOHNSON,NICOLE J. JOHNSON,For Alderman 20th Ward,31.0,NICOLE J. JOHNSON
251571,368,Maya,Hodari,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251571/251571.jpg,maya-hodari,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251571/thumb_251571.jpg,MAYA HODARI,MAYA HODARI,For Alderman 20th Ward,131.0,MAYA HODARI
251573,368,Charles,Hilliard,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",,charles-hilliard,,CHARLES HILLIARD,CHARLES HILLIARD,For Alderman 20th Ward,135.0,CHARLES HILLIARD
251574,368,Clifton,Pierce,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251574/251574.jpg,clifton-pierce,https://br-production-assets.s3.amazonaws.com/uploads/candidate/headshot/251574/thumb_251574.jpg,CLIFTON PIERCE,,,,
251575,368,Sheila,Scott,"[{'name': 'Nonpartisan', 'short_name': 'NP', 'id': 41}]",,sheila-r-scott,,SHEILA SCOTT,,,,
